Date,Open,High,Low,Close,Adj Close,Volume
1962-03-06,0.000000,4.093750,4.062500,4.093750,0.705274,180800
1962-03-07,0.000000,4.125000,4.078125,4.125000,0.710658,108800
1962-03-08,0.000000,4.179688,4.125000,4.148438,0.714696,259200
1962-03-09,0.000000,4.179688,4.140625,4.156250,0.716042,148800
1962-03-12,0.000000,4.218750,4.171875,4.218750,0.726809,147200
1962-03-13,0.000000,4.351563,4.234375,4.343750,0.748344,272000
1962-03-14,0.000000,4.375000,4.351563,4.359375,0.751036,284800
1962-03-15,0.000000,4.382813,4.367188,4.375000,0.753728,115200
1962-03-16,0.000000,4.382813,4.359375,4.359375,0.751036,113600
1962-03-19,0.000000,4.375000,4.343750,4.351563,0.749690,136000
1962-03-20,0.000000,4.367188,4.343750,4.343750,0.748344,188800
1962-03-21,0.000000,4.375000,4.335938,4.367188,0.752382,113600
1962-03-22,0.000000,4.375000,4.320313,4.343750,0.748344,163200
1962-03-23,0.000000,4.359375,4.312500,4.351563,0.749690,96000
1962-03-26,0.000000,4.367188,4.328125,4.343750,0.748344,108800
1962-03-27,0.000000,4.343750,4.296875,4.320313,0.744306,113600
1962-03-28,0.000000,4.343750,4.304688,4.343750,0.748344,73600
1962-03-29,0.000000,4.375000,4.351563,4.367188,0.752382,139200
1962-03-30,0.000000,4.367188,4.335938,4.367188,0.752382,139200
1962-04-02,0.000000,4.367188,4.335938,4.359375,0.751036,97600
1962-04-03,0.000000,4.343750,4.210938,4.265625,0.734885,147200
1962-04-04,0.000000,4.265625,4.218750,4.218750,0.726809,140800
1962-04-05,0.000000,4.289063,4.156250,4.281250,0.737577,187200
1962-04-06,0.000000,4.335938,4.250000,4.296875,0.740268,96000
1962-04-09,0.000000,4.335938,4.265625,4.265625,0.734885,140800
1962-04-10,0.000000,4.343750,4.250000,4.335938,0.746998,134400
1962-04-11,0.000000,4.375000,4.289063,4.289063,0.738923,97600
1962-04-12,0.000000,4.367188,4.289063,4.335938,0.746998,185600
1962-04-13,0.000000,4.328125,4.289063,4.320313,0.744306,121600
1962-04-16,0.000000,4.343750,4.281250,4.296875,0.740268,86400
1962-04-17,0.000000,4.335938,4.281250,4.312500,0.742960,92800
1962-04-18,0.000000,4.320313,4.250000,4.250000,0.732193,124800
1962-04-19,0.000000,4.296875,4.257813,4.296875,0.740268,84800
1962-04-23,0.000000,4.335938,4.281250,4.296875,0.740268,118400
1962-04-24,0.000000,4.320313,4.273438,4.289063,0.738923,81600
1962-04-25,0.000000,4.304688,4.234375,4.265625,0.734885,166400
1962-04-26,0.000000,4.242188,4.164063,4.195313,0.722771,139200
1962-04-27,0.000000,4.234375,4.156250,4.187500,0.721425,160000
1962-04-30,0.000000,4.210938,3.968750,3.968750,0.683739,520000
1962-05-01,0.000000,4.093750,3.937500,4.070313,0.701236,300800
1962-05-02,0.000000,4.203125,4.148438,4.187500,0.721425,228800
1962-05-03,0.000000,4.304688,4.164063,4.250000,0.732193,166400
1962-05-04,0.000000,4.218750,4.140625,4.218750,0.726809,92800
1962-05-07,0.000000,4.242188,4.171875,4.171875,0.718734,118400
1962-05-08,0.000000,4.156250,4.093750,4.156250,0.716042,86400
1962-05-09,0.000000,4.171875,4.078125,4.101563,0.706620,121600
1962-05-10,0.000000,4.117188,4.007813,4.031250,0.694507,203200
1962-05-11,0.000000,4.070313,3.929688,3.929688,0.677010,179200
1962-05-14,0.000000,3.937500,3.757813,3.937500,0.678355,398400
1962-05-15,0.000000,4.117188,3.984375,4.046875,0.697198,254400
1962-05-16,0.000000,4.046875,3.960938,4.007813,0.690469,158400
1962-05-17,0.000000,4.000000,3.921875,3.960938,0.682393,137600
1962-05-18,0.000000,3.929688,3.843750,3.914063,0.674317,153600
1962-05-21,0.000000,3.984375,3.890625,3.976563,0.685085,99200
1962-05-22,0.000000,3.960938,3.851563,3.859375,0.664896,128000
1962-05-23,0.000000,3.843750,3.625000,3.625000,0.624517,444800
1962-05-24,0.000000,3.750000,3.625000,3.625000,0.624517,424000
1962-05-25,0.000000,3.671875,3.453125,3.593750,0.619134,400000
1962-05-28,0.000000,3.531250,3.140625,3.148438,0.542415,572800
1962-05-29,0.000000,3.625000,3.375000,3.609375,0.621826,1184000
1962-05-31,0.000000,3.617188,3.437500,3.437500,0.592215,633600
1962-06-01,0.000000,3.523438,3.320313,3.320313,0.572026,580800
1962-06-04,0.000000,3.359375,3.125000,3.156250,0.543761,520000
1962-06-05,0.000000,3.406250,3.062500,3.304688,0.569334,670400
1962-06-06,0.000000,3.343750,3.210938,3.281250,0.565296,289600
1962-06-07,0.000000,3.335938,3.265625,3.273438,0.563950,200000
1962-06-08,0.000000,3.343750,3.281250,3.281250,0.565296,152000
1962-06-11,0.000000,3.304688,3.195313,3.195313,0.550490,217600
1962-06-12,0.000000,3.195313,3.093750,3.101563,0.534339,310400
1962-06-13,0.000000,3.187500,3.031250,3.039063,0.523572,467200
1962-06-14,0.000000,3.140625,2.937500,2.960938,0.510112,481600
1962-06-15,0.000000,3.054688,2.664063,3.023438,0.520880,2419200
1962-06-18,0.000000,3.015625,2.773438,2.875000,0.495307,1001600
1962-06-19,0.000000,2.906250,2.835938,2.875000,0.495307,284800
1962-06-20,0.000000,2.914063,2.687500,2.742188,0.472426,520000
1962-06-21,0.000000,2.796875,2.695313,2.695313,0.464350,414400
1962-06-22,0.000000,2.804688,2.640625,2.640625,0.454929,438400
1962-06-25,0.000000,2.765625,2.570313,2.750000,0.473772,710400
1962-06-26,0.000000,2.773438,2.671875,2.695313,0.464350,328000
1962-06-27,0.000000,2.773438,2.679688,2.757813,0.475118,228800
1962-06-28,0.000000,2.976563,2.843750,2.953125,0.508766,654400
1962-06-29,0.000000,3.015625,2.890625,2.929688,0.504729,392000
1962-07-02,0.000000,3.023438,2.921875,3.007813,0.518188,163200
1962-07-03,0.000000,3.117188,3.000000,3.109375,0.535685,299200
1962-07-05,0.000000,3.117188,3.046875,3.117188,0.537031,224000
1962-07-06,0.000000,3.046875,2.976563,2.992188,0.515496,220800
1962-07-09,0.000000,3.101563,2.968750,3.101563,0.534339,214400
1962-07-10,0.000000,3.250000,3.070313,3.085938,0.531647,600000
1962-07-11,0.000000,3.140625,2.984375,3.125000,0.538377,300800
1962-07-12,0.000000,3.203125,3.109375,3.132813,0.539723,248000
1962-07-13,0.000000,3.125000,3.062500,3.125000,0.538377,132800
1962-07-16,0.000000,3.226563,3.101563,3.203125,0.551836,171200
1962-07-17,0.000000,3.226563,3.062500,3.085938,0.531647,206400
1962-07-18,0.000000,3.078125,3.000000,3.031250,0.522226,227200
1962-07-19,0.000000,3.156250,3.007813,3.023438,0.520880,254400
1962-07-20,0.000000,3.085938,3.023438,3.062500,0.527609,147200
1962-07-23,0.000000,3.078125,3.000000,3.015625,0.519534,211200
1962-07-24,0.000000,3.031250,2.968750,2.976563,0.512804,123200
1962-07-25,0.000000,3.015625,2.906250,3.015625,0.519534,161600
1962-07-26,0.000000,3.062500,3.015625,3.031250,0.522226,132800
1962-07-27,0.000000,3.109375,3.031250,3.093750,0.532993,158400
1962-07-30,0.000000,3.171875,3.078125,3.156250,0.543761,222400
1962-07-31,0.000000,3.218750,3.156250,3.179688,0.547799,323200
1962-08-01,0.000000,3.156250,3.093750,3.109375,0.535685,148800
1962-08-02,0.000000,3.179688,3.093750,3.171875,0.546452,131200
1962-08-03,0.000000,3.179688,3.109375,3.109375,0.535685,158400
1962-08-06,0.000000,3.132813,3.062500,3.085938,0.531647,99200
1962-08-07,0.000000,3.085938,3.046875,3.046875,0.524918,99200
1962-08-08,0.000000,3.125000,3.007813,3.109375,0.535685,112000
1962-08-09,0.000000,3.125000,3.062500,3.093750,0.532993,152000
1962-08-10,0.000000,3.109375,3.031250,3.085938,0.531647,123200
1962-08-13,0.000000,3.078125,3.023438,3.070313,0.528956,139200
1962-08-14,0.000000,3.140625,3.046875,3.117188,0.537031,270400
1962-08-15,0.000000,3.210938,3.101563,3.171875,0.546452,273600
1962-08-16,0.000000,3.203125,3.125000,3.179688,0.547799,196800
1962-08-17,0.000000,3.335938,3.179688,3.304688,0.569334,656000
1962-08-20,0.000000,3.429688,3.328125,3.382813,0.582793,363200
1962-08-21,0.000000,3.398438,3.343750,3.359375,0.580902,180800
1962-08-22,0.000000,3.492188,3.367188,3.468750,0.599815,390400
1962-08-23,0.000000,3.468750,3.351563,3.359375,0.580902,284800
1962-08-24,0.000000,3.390625,3.343750,3.375000,0.583604,131200
1962-08-27,0.000000,3.414063,3.382813,3.406250,0.589007,102400
1962-08-28,0.000000,3.414063,3.304688,3.312500,0.572796,148800
1962-08-29,0.000000,3.304688,3.250000,3.289063,0.568744,200000
1962-08-30,0.000000,3.328125,3.281250,3.304688,0.571445,84800
1962-08-31,0.000000,3.382813,3.289063,3.375000,0.583604,179200
1962-09-04,0.000000,3.421875,3.320313,3.343750,0.578200,161600
1962-09-05,0.000000,3.320313,3.250000,3.296875,0.570094,148800
1962-09-06,0.000000,3.265625,3.187500,3.257813,0.563340,318400
1962-09-07,0.000000,3.250000,3.203125,3.210938,0.555234,118400
1962-09-10,0.000000,3.218750,3.148438,3.218750,0.556585,118400
1962-09-11,0.000000,3.234375,3.171875,3.187500,0.551181,152000
1962-09-12,0.000000,3.203125,3.164063,3.195313,0.552532,108800
1962-09-13,0.000000,3.242188,3.164063,3.234375,0.559287,113600
1962-09-14,0.000000,3.367188,3.250000,3.343750,0.578200,134400
1962-09-17,0.000000,3.359375,3.312500,3.343750,0.578200,158400
1962-09-18,0.000000,3.367188,3.296875,3.320313,0.574147,139200
1962-09-19,0.000000,3.335938,3.296875,3.320313,0.574147,99200
1962-09-20,0.000000,3.343750,3.289063,3.289063,0.568744,156800
1962-09-21,0.000000,3.281250,3.171875,3.187500,0.551181,204800
1962-09-24,0.000000,3.156250,3.062500,3.062500,0.529567,286400
1962-09-25,0.000000,3.101563,2.992188,3.093750,0.534970,174400
1962-09-26,0.000000,3.117188,3.015625,3.023438,0.522812,153600
1962-09-27,0.000000,3.085938,3.000000,3.015625,0.521461,217600
1962-09-28,0.000000,3.054688,3.000000,3.031250,0.524163,142400
1962-10-01,0.000000,3.054688,2.945313,2.945313,0.509303,188800
1962-10-02,0.000000,3.007813,2.968750,2.984375,0.516057,227200
1962-10-03,0.000000,3.023438,2.968750,2.976563,0.514706,105600
1962-10-04,0.000000,3.000000,2.953125,3.000000,0.518759,113600
1962-10-05,0.000000,3.046875,3.000000,3.046875,0.526865,88000
1962-10-08,0.000000,3.085938,3.054688,3.062500,0.529567,76800
1962-10-09,0.000000,3.085938,3.054688,3.078125,0.532268,70400
1962-10-10,0.000000,3.132813,3.070313,3.070313,0.530918,193600
1962-10-11,0.000000,3.070313,3.039063,3.046875,0.526865,86400
1962-10-12,0.000000,3.046875,3.015625,3.023438,0.522812,84800
1962-10-15,0.000000,3.101563,3.015625,3.085938,0.533619,94400
1962-10-16,0.000000,3.101563,3.015625,3.023438,0.522812,113600
1962-10-17,0.000000,3.031250,2.960938,3.000000,0.518759,129600
1962-10-18,0.000000,3.039063,3.000000,3.007813,0.520110,132800
1962-10-19,0.000000,3.007813,2.929688,2.937500,0.507951,243200
1962-10-22,0.000000,2.898438,2.843750,2.875000,0.497144,334400
1962-10-23,0.000000,2.843750,2.757813,2.765625,0.478231,356800
1962-10-24,0.000000,3.000000,2.750000,3.000000,0.518759,443200
1962-10-25,0.000000,2.929688,2.828125,2.882813,0.498495,166400
1962-10-26,0.000000,2.898438,2.828125,2.835938,0.490389,107200
1962-10-29,0.000000,3.007813,2.906250,2.945313,0.509303,201600
1962-10-30,0.000000,3.023438,2.921875,3.007813,0.520110,176000
1962-10-31,0.000000,3.007813,2.945313,2.953125,0.510653,294400
1962-11-01,0.000000,3.046875,2.929688,3.039063,0.525514,377600
1962-11-02,0.000000,3.140625,3.007813,3.085938,0.533619,396800
1962-11-05,0.000000,3.117188,3.046875,3.085938,0.533619,227200
1962-11-07,0.000000,3.117188,3.023438,3.101563,0.536321,566400
1962-11-08,0.000000,3.109375,3.015625,3.039063,0.525514,412800
1962-11-09,0.000000,3.164063,3.031250,3.140625,0.543076,331200
1962-11-12,0.000000,3.210938,3.171875,3.203125,0.553883,244800
1962-11-13,0.000000,3.242188,3.125000,3.125000,0.540373,804800
1962-11-14,0.000000,3.203125,3.101563,3.203125,0.553883,179200
1962-11-15,0.000000,3.281250,3.195313,3.242188,0.560638,347200
1962-11-16,0.000000,3.273438,3.164063,3.265625,0.564690,156800
1962-11-19,0.000000,3.296875,3.218750,3.242188,0.562792,153600
1962-11-20,0.000000,3.328125,3.210938,3.328125,0.577710,233600
1962-11-21,0.000000,3.414063,3.335938,3.414063,0.592627,363200
1962-11-23,0.000000,3.453125,3.359375,3.375000,0.585846,228800
1962-11-26,0.000000,3.421875,3.328125,3.359375,0.583134,200000
1962-11-27,0.000000,3.437500,3.335938,3.437500,0.596695,300800
1962-11-28,0.000000,3.468750,3.406250,3.429688,0.595339,220800
1962-11-29,0.000000,3.437500,3.351563,3.375000,0.585846,118400
1962-11-30,0.000000,3.437500,3.328125,3.406250,0.591270,195200
1962-12-03,0.000000,3.429688,3.351563,3.382813,0.587202,145600
1962-12-04,0.000000,3.578125,3.328125,3.578125,0.621105,334400
1962-12-05,0.000000,3.625000,3.578125,3.585938,0.622461,252800
1962-12-06,0.000000,3.585938,3.523438,3.539063,0.614325,153600
1962-12-07,0.000000,3.546875,3.484375,3.515625,0.610256,89600
1962-12-10,0.000000,3.515625,3.390625,3.421875,0.593983,200000
1962-12-11,0.000000,3.390625,3.328125,3.359375,0.583134,193600
1962-12-12,0.000000,3.437500,3.359375,3.398438,0.589915,171200
1962-12-13,0.000000,3.414063,3.328125,3.343750,0.580422,128000
1962-12-14,0.000000,3.453125,3.320313,3.453125,0.599407,172800
1962-12-17,0.000000,3.445313,3.375000,3.375000,0.585846,171200
1962-12-18,0.000000,3.382813,3.265625,3.320313,0.576353,196800
1962-12-19,0.000000,3.367188,3.289063,3.328125,0.577710,203200
1962-12-20,0.000000,3.367188,3.312500,3.312500,0.574997,132800
1962-12-21,0.000000,3.359375,3.296875,3.320313,0.576353,100800
1962-12-24,0.000000,3.312500,3.265625,3.296875,0.572285,137600
1962-12-26,0.000000,3.335938,3.289063,3.312500,0.574997,171200
1962-12-27,0.000000,3.335938,3.289063,3.312500,0.574997,161600
1962-12-28,0.000000,3.312500,3.265625,3.273438,0.568217,100800
1962-12-31,0.000000,3.328125,3.281250,3.312500,0.574997,203200
1963-01-02,0.000000,3.343750,3.281250,3.296875,0.572285,110400
1963-01-03,0.000000,3.460938,3.335938,3.460938,0.600763,184000
1963-01-04,0.000000,3.531250,3.460938,3.531250,0.612968,150400
1963-01-07,0.000000,3.609375,3.539063,3.570313,0.619750,164800
1963-01-08,0.000000,3.601563,3.562500,3.593750,0.623818,139200
1963-01-09,0.000000,3.625000,3.507813,3.531250,0.612968,155200
1963-01-10,0.000000,3.609375,3.531250,3.578125,0.621105,150400
1963-01-11,0.000000,3.648438,3.578125,3.648438,0.633311,217600
1963-01-14,0.000000,3.734375,3.656250,3.710938,0.644160,249600
1963-01-15,0.000000,3.796875,3.726563,3.796875,0.659077,254400
1963-01-16,0.000000,3.750000,3.703125,3.710938,0.644160,144000
1963-01-17,0.000000,3.898438,3.726563,3.898438,0.676707,328000
1963-01-18,0.000000,3.929688,3.851563,3.875000,0.672638,292800
1963-01-21,0.000000,3.906250,3.835938,3.890625,0.675350,203200
1963-01-22,0.000000,3.898438,3.789063,3.828125,0.664502,113600
1963-01-23,0.000000,3.851563,3.789063,3.812500,0.661789,115200
1963-01-24,0.000000,3.804688,3.734375,3.773438,0.655009,160000
1963-01-25,0.000000,3.812500,3.781250,3.812500,0.661789,118400
1963-01-28,0.000000,3.820313,3.781250,3.812500,0.661789,83200
1963-01-29,0.000000,3.812500,3.781250,3.812500,0.661789,72000
1963-01-30,0.000000,3.773438,3.734375,3.750000,0.650940,89600
1963-01-31,0.000000,3.757813,3.710938,3.757813,0.652296,126400
1963-02-01,0.000000,3.765625,3.734375,3.757813,0.652296,65600
1963-02-04,0.000000,3.765625,3.679688,3.710938,0.644160,81600
1963-02-05,0.000000,3.765625,3.687500,3.765625,0.653652,112000
1963-02-06,0.000000,3.773438,3.742188,3.750000,0.650940,81600
1963-02-07,0.000000,3.750000,3.734375,3.734375,0.648228,20800
1963-02-08,0.000000,3.734375,3.671875,3.703125,0.642803,91200
1963-02-11,0.000000,3.695313,3.609375,3.625000,0.629242,134400
1963-02-12,0.000000,3.671875,3.617188,3.671875,0.637379,86400
1963-02-13,0.000000,3.734375,3.687500,3.734375,0.648228,83200
1963-02-14,0.000000,3.773438,3.734375,3.765625,0.653652,214400
1963-02-15,0.000000,3.804688,3.750000,3.773438,0.655009,158400
1963-02-18,0.000000,3.781250,3.726563,3.726563,0.649291,120000
1963-02-19,0.000000,3.734375,3.687500,3.687500,0.642486,88000
1963-02-20,0.000000,3.710938,3.656250,3.671875,0.639763,105600
1963-02-21,0.000000,3.710938,3.632813,3.710938,0.646569,142400
1963-02-25,0.000000,3.734375,3.695313,3.703125,0.645208,137600
1963-02-26,0.000000,3.718750,3.640625,3.664063,0.638402,92800
1963-02-27,0.000000,3.710938,3.640625,3.656250,0.637042,78400
1963-02-28,0.000000,3.703125,3.625000,3.625000,0.631596,68800
1963-03-01,0.000000,3.656250,3.515625,3.539063,0.616623,140800
1963-03-04,0.000000,3.609375,3.515625,3.539063,0.616623,128000
1963-03-05,0.000000,3.625000,3.539063,3.570313,0.622068,123200
1963-03-06,0.000000,3.625000,3.539063,3.625000,0.631596,91200
1963-03-07,0.000000,3.664063,3.625000,3.632813,0.632957,84800
1963-03-08,0.000000,3.687500,3.656250,3.671875,0.639763,91200
1963-03-11,0.000000,3.703125,3.671875,3.687500,0.642486,56000
1963-03-12,0.000000,3.703125,3.664063,3.687500,0.642486,81600
1963-03-13,0.000000,3.679688,3.632813,3.664063,0.638402,83200
1963-03-14,0.000000,3.679688,3.601563,3.609375,0.628874,81600
1963-03-15,0.000000,3.679688,3.601563,3.656250,0.637042,88000
1963-03-18,0.000000,3.679688,3.640625,3.664063,0.638402,40000
1963-03-19,0.000000,3.687500,3.640625,3.664063,0.638402,46400
1963-03-20,0.000000,3.703125,3.640625,3.703125,0.645208,83200
1963-03-21,0.000000,3.726563,3.640625,3.648438,0.635680,107200
1963-03-22,0.000000,3.703125,3.664063,3.687500,0.642486,62400
1963-03-25,0.000000,3.726563,3.703125,3.703125,0.645208,59200
1963-03-26,0.000000,3.742188,3.710938,3.718750,0.647930,99200
1963-03-27,0.000000,3.750000,3.718750,3.742188,0.652014,89600
1963-03-28,0.000000,3.750000,3.703125,3.703125,0.645208,68800
1963-03-29,0.000000,3.718750,3.625000,3.648438,0.635680,148800
1963-04-01,0.000000,3.710938,3.664063,3.695313,0.643847,81600
1963-04-02,0.000000,3.726563,3.671875,3.718750,0.647930,132800
1963-04-03,0.000000,3.718750,3.687500,3.718750,0.647930,139200
1963-04-04,0.000000,3.750000,3.710938,3.750000,0.653375,160000
1963-04-05,0.000000,3.804688,3.742188,3.804688,0.662904,172800
1963-04-08,0.000000,3.859375,3.796875,3.859375,0.672432,251200
1963-04-09,0.000000,3.882813,3.843750,3.882813,0.676515,166400
1963-04-10,0.000000,3.875000,3.773438,3.828125,0.666987,158400
1963-04-11,0.000000,3.875000,3.828125,3.851563,0.671071,144000
1963-04-15,0.000000,3.914063,3.882813,3.898438,0.679238,192000
1963-04-16,0.000000,3.914063,3.882813,3.898438,0.679238,145600
1963-04-17,0.000000,3.882813,3.812500,3.812500,0.664265,195200
1963-04-18,0.000000,3.867188,3.765625,3.781250,0.658820,105600
1963-04-19,0.000000,3.875000,3.828125,3.859375,0.672432,76800
1963-04-22,0.000000,3.929688,3.828125,3.875000,0.675154,182400
1963-04-23,0.000000,3.984375,3.867188,3.968750,0.691489,252800
1963-04-24,0.000000,4.031250,3.945313,3.960938,0.690128,228800
1963-04-25,0.000000,3.960938,3.875000,3.914063,0.681961,126400
1963-04-26,0.000000,3.914063,3.796875,3.851563,0.671071,297600
1963-04-29,0.000000,3.882813,3.796875,3.804688,0.662904,140800
1963-04-30,0.000000,3.843750,3.804688,3.835938,0.668348,105600
1963-05-01,0.000000,3.835938,3.820313,3.828125,0.666987,72000
1963-05-02,0.000000,3.835938,3.812500,3.835938,0.668348,115200
1963-05-03,0.000000,3.820313,3.789063,3.812500,0.664265,211200
1963-05-06,0.000000,3.820313,3.781250,3.804688,0.662904,91200
1963-05-07,0.000000,3.835938,3.796875,3.820313,0.665626,99200
1963-05-08,0.000000,3.828125,3.750000,3.765625,0.656098,166400
1963-05-09,0.000000,3.781250,3.703125,3.742188,0.652014,225600
1963-05-10,0.000000,3.835938,3.750000,3.804688,0.662904,164800
1963-05-13,0.000000,3.804688,3.750000,3.757813,0.654737,140800
1963-05-14,0.000000,3.789063,3.757813,3.757813,0.654737,108800
1963-05-15,0.000000,3.773438,3.750000,3.773438,0.657459,65600
1963-05-16,0.000000,3.789063,3.718750,3.734375,0.650653,91200
1963-05-17,0.000000,3.765625,3.726563,3.726563,0.649291,112000
1963-05-20,0.000000,3.750000,3.726563,3.734375,0.650653,134400
1963-05-21,0.000000,3.750000,3.710938,3.734375,0.653112,148800
1963-05-22,0.000000,3.781250,3.726563,3.726563,0.651746,96000
1963-05-23,0.000000,3.765625,3.718750,3.742188,0.654479,86400
1963-05-24,0.000000,3.750000,3.726563,3.734375,0.653112,59200
1963-05-27,0.000000,3.742188,3.703125,3.703125,0.647647,115200
1963-05-28,0.000000,3.718750,3.664063,3.671875,0.642182,153600
1963-05-29,0.000000,3.679688,3.656250,3.664063,0.640815,115200
1963-05-31,0.000000,3.703125,3.656250,3.703125,0.647647,169600
1963-06-03,0.000000,3.703125,3.656250,3.679688,0.643548,136000
1963-06-04,0.000000,3.687500,3.593750,3.648438,0.638083,171200
1963-06-05,0.000000,3.679688,3.625000,3.648438,0.638083,134400
1963-06-06,0.000000,3.648438,3.593750,3.648438,0.638083,115200
1963-06-07,0.000000,3.671875,3.625000,3.640625,0.636716,110400
1963-06-10,0.000000,3.664063,3.609375,3.640625,0.636716,142400
1963-06-11,0.000000,3.640625,3.562500,3.570313,0.624419,137600
1963-06-12,0.000000,3.625000,3.585938,3.585938,0.627152,249600
1963-06-13,0.000000,3.617188,3.531250,3.531250,0.617587,236800
1963-06-14,0.000000,3.546875,3.531250,3.546875,0.620320,224000
1963-06-17,0.000000,3.539063,3.507813,3.523438,0.616221,65600
1963-06-18,0.000000,3.562500,3.507813,3.507813,0.613489,148800
1963-06-19,0.000000,3.539063,3.507813,3.507813,0.613489,128000
1963-06-20,0.000000,3.546875,3.507813,3.539063,0.618954,116800
1963-06-21,0.000000,3.609375,3.554688,3.601563,0.629884,203200
1963-06-24,0.000000,3.625000,3.609375,3.625000,0.633984,188800
1963-06-25,0.000000,3.625000,3.609375,3.625000,0.633984,107200
1963-06-26,0.000000,3.617188,3.531250,3.562500,0.623053,158400
1963-06-27,0.000000,3.578125,3.507813,3.531250,0.617587,169600
1963-06-28,0.000000,3.578125,3.531250,3.570313,0.624419,96000
1963-07-01,0.000000,3.570313,3.507813,3.515625,0.614855,89600
1963-07-02,0.000000,3.523438,3.468750,3.500000,0.612122,243200
1963-07-03,0.000000,3.578125,3.492188,3.570313,0.624419,153600
1963-07-05,0.000000,3.656250,3.578125,3.656250,0.639449,260800
1963-07-08,0.000000,3.671875,3.609375,3.671875,0.642182,147200
1963-07-09,0.000000,3.710938,3.671875,3.687500,0.644914,171200
1963-07-10,0.000000,3.734375,3.671875,3.726563,0.651746,241600
1963-07-11,0.000000,3.734375,3.625000,3.648438,0.638083,171200
1963-07-12,0.000000,3.679688,3.617188,3.640625,0.636716,107200
1963-07-15,0.000000,3.664063,3.625000,3.640625,0.636716,81600
1963-07-16,0.000000,3.632813,3.601563,3.617188,0.632617,134400
1963-07-17,0.000000,3.656250,3.601563,3.640625,0.636716,153600
1963-07-18,0.000000,3.695313,3.625000,3.625000,0.633984,214400
1963-07-19,0.000000,3.656250,3.625000,3.656250,0.639449,65600
1963-07-22,0.000000,3.695313,3.656250,3.664063,0.640815,131200
1963-07-23,0.000000,3.726563,3.687500,3.687500,0.644914,196800
1963-07-24,0.000000,3.718750,3.695313,3.718750,0.650380,144000
1963-07-25,0.000000,3.726563,3.695313,3.718750,0.650380,110400
1963-07-26,0.000000,3.726563,3.695313,3.703125,0.647647,105600
1963-07-29,0.000000,3.734375,3.703125,3.718750,0.650380,96000
1963-07-30,0.000000,3.734375,3.679688,3.734375,0.653112,163200
1963-07-31,0.000000,3.742188,3.710938,3.710938,0.649013,112000
